来源,工单编号,工单状态,接单时间,派单时间,维修时间,修复时间,现场分类,电网分类
电话,3116,已核实,2021/12/24 19:59,2021/12/24 20:00,2021/12/24 20:04,2021/12/24 20:07,郊区,荷兰电网
网络,3117,已核实,2021/12/24 19:59,2021/12/24 20:08,2021/12/24 20:09,2021/12/24 20:14,郊区,法国电网
电话,3118,已核实,2021/12/24 19:59,2021/12/24 19:59,2021/12/24 20:12,2021/12/24 20:17,城市,比利时电网
电话,3119,已核实,2021/12/24 19:59,2021/12/24 19:59,2021/12/24 20:08,2021/12/24 20:19,郊区,比利时电网
电话,3120,已核实,2021/12/24 19:54,2021/12/24 19:55,2021/12/24 20:01,2021/12/24 20:15,郊区,法国电网
电话,3121,已核实,2021/12/24 19:53,2021/12/24 19:53,2021/12/24 19:57,2021/12/24 22:10,郊区,法国电网
电话,3122,已核实,2021/12/24 19:53,2021/12/24 19:53,2021/12/24 20:03,2021/12/24 20:23,郊区,法国电网
电话,3123,已核实,2021/12/24 19:52,2021/12/24 19:52,2021/12/24 20:03,2021/12/24 20:17,郊区,法国电网
电话,3124,已核实,2021/12/24 19:50,2021/12/24 19:56,2021/12/24 19:59,2021/12/24 20:35,城市,德国电网
电话,3125,已核实,2021/12/24 19:50,2021/12/24 19:53,2021/12/24 20:40,2021/12/24 20:41,郊区,西班牙电网
电话,3126,已核实,2021/12/24 19:47,2021/12/24 19:47,2021/12/24 20:15,2021/12/24 20:29,郊区,法国电网
电话,3127,已核实,2021/12/24 19:46,2021/12/24 19:47,2021/12/24 19:50,2021/12/24 19:55,城市,西班牙电网
电话,3128,已核实,2021/12/24 19:45,2021/12/24 20:09,2021/12/24 20:12,2021/12/24 20:28,郊区,德国电网
电话,3129,已核实,2021/12/24 19:42,2021/12/24 19:44,2021/12/24 19:49,2021/12/24 19:53,郊区,法国电网
电话,3130,已核实,2021/12/24 19:42,2021/12/24 19:42,2021/12/24 19:55,2021/12/24 20:15,城市,比利时电网
电话,3131,已核实,2021/12/24 19:42,2021/12/24 19:49,2021/12/24 20:02,2021/12/24 20:19,城市,德国电网
电话,3132,已核实,2021/12/24 19:41,2021/12/24 19:41,2021/12/24 19:52,2021/12/24 20:59,城市,德国电网
电话,3133,已核实,2021/12/24 19:40,2021/12/24 19:44,2021/12/24 19:53,2021/12/24 20:13,郊区,德国电网
电话,3134,已核实,2021/12/24 19:38,2021/12/24 19:39,2021/12/24 19:50,2021/12/24 20:22,城市,德国电网
电话,3135,已核实,2021/12/24 19:34,2021/12/24 19:35,2021/12/24 19:45,2021/12/24 19:55,郊区,比利时电网
网络,3136,已核实,2021/12/24 19:32,2021/12/24 19:35,2021/12/24 19:38,2021/12/24 20:25,城市,法国电网
网络,3137,已核实,2021/12/24 19:32,2021/12/24 19:33,2021/12/24 19:50,2021/12/24 20:18,城市,荷兰电网
电话,3138,已核实,2021/12/24 19:32,2021/12/24 19:32,2021/12/24 19:53,2021/12/24 19:55,郊区,荷兰电网
网络,3139,已核实,2021/12/24 19:29,2021/12/24 19:29,2021/12/24 19:50,2021/12/24 20:12,城市,荷兰电网
网络,3140,已核实,2021/12/24 19:27,2021/12/24 19:30,2021/12/24 19:40,2021/12/24 19:50,城市,法国电网
网络,3141,已核实,2021/12/24 19:25,2021/12/24 19:28,2021/12/24 19:30,2021/12/24 19:31,郊区,法国电网
电话,3142,已核实,2021/12/24 19:25,2021/12/24 19:27,2021/12/24 19:47,2021/12/24 20:10,城市,比利时电网
电话,3143,已核实,2021/12/24 19:25,2021/12/24 19:25,2021/12/24 19:39,2021/12/24 19:59,郊区,法国电网
电话,3144,已核实,2021/12/24 19:24,2021/12/24 19:24,2021/12/24 19:30,2021/12/24 20:15,特殊边远山区,荷兰电网
电话,3145,已核实,2021/12/24 19:23,2021/12/24 19:24,2021/12/24 19:34,2021/12/24 20:10,郊区,比利时电网
电话,3146,已核实,2021/12/24 19:23,2021/12/24 19:23,2021/12/24 19:34,2021/12/24 20:12,城市,西班牙电网
电话,3147,已核实,2021/12/24 19:19,2021/12/24 19:20,2021/12/24 19:38,2021/12/24 20:09,郊区,德国电网
电话,3148,已核实,2021/12/24 19:19,2021/12/24 19:19,2021/12/24 19:23,2021/12/24 20:32,城市,比利时电网
电话,3149,已核实,2021/12/24 19:18,2021/12/24 19:19,2021/12/24 19:29,2021/12/24 19:53,郊区,西班牙电网
网络,3150,已核实,2021/12/24 19:18,2021/12/24 19:23,2021/12/24 19:36,2021/12/24 20:17,郊区,法国电网
网络,3151,已核实,2021/12/24 19:17,2021/12/24 19:20,2021/12/24 19:22,2021/12/24 19:23,郊区,法国电网
电话,3152,已核实,2021/12/24 19:17,2021/12/24 19:26,2021/12/24 19:28,2021/12/24 20:31,郊区,丹麦电网
电话,3153,已核实,2021/12/24 19:17,2021/12/24 19:23,2021/12/24 19:37,2021/12/24 20:26,郊区,法国电网
电话,3154,已核实,2021/12/24 19:16,2021/12/24 19:17,2021/12/24 19:42,2021/12/24 21:28,城市,荷兰电网
电话,3155,已核实,2021/12/24 19:14,2021/12/24 19:14,2021/12/24 19:31,2021/12/24 21:13,郊区,比利时电网
电话,3156,已核实,2021/12/24 19:14,2021/12/24 19:14,2021/12/24 19:23,2021/12/24 20:29,郊区,德国电网
电话,3157,已核实,2021/12/24 19:10,2021/12/24 19:11,2021/12/24 19:27,2021/12/24 20:13,城市,法国电网
电话,3158,已核实,2021/12/24 19:10,2021/12/24 19:10,2021/12/24 19:21,2021/12/24 20:54,郊区,法国电网
电话,3159,已核实,2021/12/24 19:09,2021/12/24 19:14,2021/12/24 19:19,2021/12/24 19:25,郊区,西班牙电网
电话,3160,已核实,2021/12/24 19:09,2021/12/24 19:09,2021/12/24 19:16,2021/12/24 19:23,郊区,荷兰电网
电话,3161,已核实,2021/12/24 19:07,2021/12/24 19:08,2021/12/24 19:09,2021/12/24 19:43,郊区,法国电网
网络,3162,已核实,2021/12/24 19:07,2021/12/24 19:17,2021/12/24 19:31,2021/12/24 20:11,城市,法国电网
电话,3163,已核实,2021/12/24 19:07,2021/12/24 19:07,2021/12/24 19:19,2021/12/24 19:26,郊区,荷兰电网
电话,3164,已核实,2021/12/24 19:05,2021/12/24 19:06,2021/12/24 19:26,2021/12/24 19:53,郊区,意大利电网
网络,3165,已核实,2021/12/24 19:05,2021/12/24 19:06,2021/12/24 19:23,2021/12/24 20:05,城市,荷兰电网
电话,3166,已核实,2021/12/24 19:04,2021/12/24 19:04,2021/12/24 19:23,2021/12/24 20:02,城市,荷兰电网
电话,3167,已核实,2021/12/24 19:03,2021/12/24 19:05,2021/12/24 19:28,2021/12/24 19:55,城市,比利时电网
电话,3168,已核实,2021/12/24 19:02,2021/12/24 19:26,2021/12/24 19:28,2021/12/24 20:02,郊区,法国电网
电话,3169,已核实,2021/12/24 19:02,2021/12/24 19:08,2021/12/24 19:19,2021/12/24 20:03,城市,德国电网
电话,3170,已核实,2021/12/24 19:02,2021/12/24 19:02,2021/12/24 19:22,2021/12/24 19:59,城市,荷兰电网
电话,3171,已核实,2021/12/24 19:01,2021/12/24 19:01,2021/12/24 19:05,2021/12/24 19:51,郊区,法国电网
电话,3172,已核实,2021/12/24 19:01,2021/12/24 19:01,2021/12/24 19:06,2021/12/24 19:52,郊区,法国电网
网络,3173,已核实,2021/12/24 19:00,2021/12/24 19:02,2021/12/24 19:05,2021/12/24 19:06,郊区,法国电网
电话,3174,已核实,2021/12/24 19:00,2021/12/24 19:00,2021/12/24 19:12,2021/12/24 20:04,郊区,荷兰电网
电话,3175,已核实,2021/12/24 18:59,2021/12/24 19:01,2021/12/24 19:04,2021/12/24 19:16,城市,意大利电网
电话,3176,已核实,2021/12/24 18:56,2021/12/24 18:56,2021/12/24 19:13,2021/12/24 19:33,郊区,比利时电网
电话,3177,已核实,2021/12/24 18:55,2021/12/24 18:55,2021/12/24 19:14,2021/12/24 19:15,城市,比利时电网
电话,3178,已核实,2021/12/24 18:54,2021/12/24 18:54,2021/12/24 19:08,2021/12/24 19:23,城市,法国电网
网络,3179,已核实,2021/12/24 18:53,2021/12/24 18:56,2021/12/24 18:58,2021/12/24 19:27,城市,法国电网
电话,3180,已核实,2021/12/24 18:52,2021/12/24 18:53,2021/12/24 19:00,2021/12/24 20:20,郊区,法国电网
电话,3181,已核实,2021/12/24 18:52,2021/12/24 18:52,2021/12/24 18:54,2021/12/24 19:23,郊区,法国电网
网络,3182,已核实,2021/12/24 18:49,2021/12/24 18:49,2021/12/24 18:56,2021/12/24 20:00,城市,荷兰电网
网络,3183,已核实,2021/12/24 18:48,2021/12/24 18:51,2021/12/24 19:05,2021/12/24 19:43,城市,法国电网
电话,3184,已核实,2021/12/24 18:48,2021/12/24 18:49,2021/12/24 19:05,2021/12/24 19:15,郊区,德国电网
网络,3185,已核实,2021/12/24 18:44,2021/12/24 18:47,2021/12/24 19:00,2021/12/24 19:17,城市,法国电网
电话,3186,已核实,2021/12/24 18:44,2021/12/24 18:53,2021/12/24 18:58,2021/12/24 19:24,郊区,意大利电网
电话,3187,已核实,2021/12/24 18:43,2021/12/24 18:43,2021/12/24 19:07,2021/12/24 19:51,城市,西班牙电网
电话,3188,已核实,2021/12/24 18:42,2021/12/24 18:49,2021/12/24 18:55,2021/12/24 20:57,城市,意大利电网
网络,3189,已核实,2021/12/24 18:40,2021/12/24 18:44,2021/12/24 18:53,2021/12/24 19:40,城市,法国电网
电话,3190,已核实,2021/12/24 18:39,2021/12/24 18:39,2021/12/24 19:02,2021/12/24 19:17,城市,荷兰电网
电话,3191,已核实,2021/12/24 18:38,2021/12/24 18:38,2021/12/24 18:50,2021/12/24 18:57,城市,荷兰电网
电话,3192,已核实,2021/12/24 18:36,2021/12/24 18:37,2021/12/24 19:16,2021/12/24 19:55,郊区,比利时电网
电话,3193,已核实,2021/12/24 18:36,2021/12/24 18:36,2021/12/24 18:38,2021/12/24 19:29,城市,荷兰电网
电话,3194,已核实,2021/12/24 18:36,2021/12/24 18:36,2021/12/24 18:49,2021/12/24 18:56,城市,德国电网
电话,3195,已核实,2021/12/24 18:35,2021/12/24 18:35,2021/12/24 18:41,2021/12/24 19:02,郊区,荷兰电网
电话,3196,已核实,2021/12/24 18:32,2021/12/24 18:50,2021/12/24 18:58,2021/12/24 19:48,城市,意大利电网
电话,3197,已核实,2021/12/24 18:32,2021/12/24 18:48,2021/12/24 18:48,2021/12/24 19:19,城市,意大利电网
电话,3198,已核实,2021/12/24 18:31,2021/12/24 18:31,2021/12/24 18:43,2021/12/24 19:41,郊区,意大利电网
电话,3199,已核实,2021/12/24 18:29,2021/12/24 18:31,2021/12/24 18:43,2021/12/24 19:35,郊区,意大利电网
电话,3200,已核实,2021/12/24 18:29,2021/12/24 18:35,2021/12/24 18:39,2021/12/24 19:35,郊区,荷兰电网
电话,3201,已核实,2021/12/24 18:29,2021/12/24 18:32,2021/12/24 18:56,2021/12/24 18:57,城市,丹麦电网
电话,3202,已核实,2021/12/24 18:29,2021/12/24 18:29,2021/12/24 18:40,2021/12/24 19:00,郊区,荷兰电网
电话,3203,已核实,2021/12/24 18:28,2021/12/24 18:28,2021/12/24 18:41,2021/12/24 19:49,郊区,德国电网
电话,3204,已核实,2021/12/24 18:28,2021/12/24 18:30,2021/12/24 18:48,2021/12/24 19:13,郊区,法国电网
电话,3205,已核实,2021/12/24 18:28,2021/12/24 18:28,2021/12/24 18:32,2021/12/24 18:32,城市,法国电网
电话,3206,已核实,2021/12/24 18:27,2021/12/24 18:33,2021/12/24 18:53,2021/12/24 19:50,郊区,荷兰电网
电话,3207,已核实,2021/12/24 18:26,2021/12/24 18:26,2021/12/24 19:10,2021/12/24 19:21,郊区,荷兰电网
电话,3208,已核实,2021/12/24 18:26,2021/12/24 18:26,2021/12/24 18:32,2021/12/24 18:35,郊区,法国电网
电话,3209,已核实,2021/12/24 18:26,2021/12/24 18:26,2021/12/24 18:32,2021/12/24 18:46,郊区,法国电网
电话,3210,已核实,2021/12/24 18:26,2021/12/24 18:26,2021/12/24 18:30,2021/12/24 19:12,郊区,荷兰电网
电话,3211,已核实,2021/12/24 18:25,2021/12/24 18:25,2021/12/24 18:40,2021/12/24 18:48,郊区,西班牙电网
电话,3212,已核实,2021/12/24 18:25,2021/12/24 18:25,2021/12/24 18:32,2021/12/24 18:34,郊区,法国电网
电话,3213,已核实,2021/12/24 18:25,2021/12/24 18:25,2021/12/24 18:45,2021/12/24 19:41,城市,法国电网
电话,3214,已核实,2021/12/24 18:23,2021/12/24 18:48,2021/12/24 18:49,2021/12/24 19:20,郊区,意大利电网
电话,3215,已核实,2021/12/24 18:22,2021/12/24 18:26,2021/12/24 18:43,2021/12/24 19:50,城市,丹麦电网
电话,3216,已核实,2021/12/24 18:21,2021/12/24 18:26,2021/12/24 18:41,2021/12/24 19:26,郊区,西班牙电网
电话,3217,已核实,2021/12/24 18:19,2021/12/24 18:20,2021/12/24 18:40,2021/12/24 19:23,特殊边远山区,荷兰电网
电话,3218,已核实,2021/12/24 18:16,2021/12/24 18:17,2021/12/24 18:33,2021/12/24 18:44,郊区,西班牙电网
电话,3219,已核实,2021/12/24 18:16,2021/12/24 18:16,2021/12/24 18:42,2021/12/24 19:48,城市,法国电网
网络,3220,已核实,2021/12/24 18:15,2021/12/24 18:15,2021/12/24 18:20,2021/12/24 19:20,城市,荷兰电网
电话,3221,已核实,2021/12/24 18:14,2021/12/24 18:14,2021/12/24 18:45,2021/12/24 20:37,郊区,法国电网
电话,3222,已核实,2021/12/24 18:13,2021/12/24 18:13,2021/12/24 18:16,2021/12/24 19:07,郊区,荷兰电网
电话,3223,已核实,2021/12/24 18:12,2021/12/24 18:25,2021/12/24 18:30,2021/12/24 18:35,郊区,荷兰电网
电话,3224,已核实,2021/12/24 18:12,2021/12/24 18:12,2021/12/24 18:31,2021/12/24 19:26,郊区,比利时电网
电话,3225,已核实,2021/12/24 18:11,2021/12/24 18:11,2021/12/24 18:33,2021/12/24 18:37,城市,西班牙电网
电话,3226,已核实,2021/12/24 18:11,2021/12/24 18:11,2021/12/24 18:32,2021/12/24 19:10,城市,丹麦电网
电话,3227,已核实,2021/12/24 18:09,2021/12/24 18:09,2021/12/24 18:16,2021/12/24 18:44,郊区,荷兰电网
电话,3228,已核实,2021/12/24 18:09,2021/12/24 18:09,2021/12/24 18:25,2021/12/24 21:17,郊区,丹麦电网
电话,3229,已核实,2021/12/24 18:07,2021/12/24 18:07,2021/12/24 18:29,2021/12/24 19:48,城市,西班牙电网
电话,3230,已核实,2021/12/24 18:06,2021/12/24 18:06,2021/12/24 18:18,2021/12/24 18:40,郊区,德国电网
网络,3231,已核实,2021/12/24 18:06,2021/12/24 18:09,2021/12/24 18:17,2021/12/24 18:18,郊区,法国电网
电话,3232,已核实,2021/12/24 18:06,2021/12/24 18:06,2021/12/24 18:26,2021/12/24 18:51,城市,比利时电网
电话,3233,已核实,2021/12/24 18:05,2021/12/24 18:05,2021/12/24 18:29,2021/12/24 18:44,郊区,荷兰电网
电话,3234,已核实,2021/12/24 18:02,2021/12/24 18:02,2021/12/24 18:45,2021/12/24 18:53,特殊边远山区,荷兰电网
电话,3235,已核实,2021/12/24 18:01,2021/12/24 18:02,2021/12/24 18:14,2021/12/24 18:29,城市,比利时电网
电话,3236,已核实,2021/12/24 18:01,2021/12/24 18:02,2021/12/24 18:07,2021/12/24 18:26,郊区,意大利电网
网络,3237,已核实,2021/12/24 18:00,2021/12/24 18:05,2021/12/24 18:07,2021/12/24 18:15,郊区,法国电网
电话,3238,已核实,2021/12/24 17:59,,2021/12/24 18:04,2021/12/24 19:18,城市,丹麦电网
电话,3239,已核实,2021/12/24 17:58,2021/12/24 17:59,2021/12/24 18:10,2021/12/24 18:18,城市,比利时电网
电话,3240,已核实,2021/12/24 17:57,2021/12/24 18:01,2021/12/24 18:15,2021/12/24 18:30,城市,丹麦电网
电话,3241,已核实,2021/12/24 17:57,2021/12/24 17:57,2021/12/24 18:18,2021/12/24 18:18,城市,西班牙电网
电话,3242,已核实,2021/12/24 17:57,2021/12/24 17:57,2021/12/24 18:19,2021/12/24 18:20,郊区,荷兰电网
电话,3243,已核实,2021/12/24 17:56,2021/12/24 18:02,2021/12/24 18:11,2021/12/24 19:12,郊区,德国电网
电话,3244,已核实,2021/12/24 17:56,2021/12/24 17:56,2021/12/24 18:10,2021/12/24 18:10,城市,比利时电网
电话,3245,已核实,2021/12/24 17:56,2021/12/24 17:56,2021/12/24 18:21,2021/12/24 18:56,郊区,德国电网
电话,3246,已核实,2021/12/24 17:56,2021/12/24 17:56,2021/12/24 18:13,2021/12/24 18:41,城市,德国电网
电话,3247,已核实,2021/12/24 17:55,2021/12/24 17:55,2021/12/24 18:00,2021/12/24 18:28,郊区,荷兰电网
网络,3248,已核实,2021/12/24 17:53,2021/12/24 18:02,2021/12/24 18:10,2021/12/24 18:39,郊区,法国电网
电话,3249,已核实,2021/12/24 17:50,2021/12/24 17:50,2021/12/24 17:59,2021/12/24 18:08,城市,法国电网
电话,3250,已核实,2021/12/24 17:50,,2021/12/24 18:04,2021/12/24 19:11,城市,丹麦电网
电话,3251,已核实,2021/12/24 17:50,2021/12/24 17:50,2021/12/24 17:53,2021/12/24 18:54,郊区,德国电网
电话,3252,已核实,2021/12/24 17:50,2021/12/24 17:50,2021/12/24 18:04,2021/12/24 18:56,特殊边远山区,荷兰电网
电话,3253,已核实,2021/12/24 17:49,,2021/12/24 17:51,2021/12/24 19:02,城市,丹麦电网
网络,3254,已核实,2021/12/24 17:47,2021/12/24 17:50,2021/12/24 18:00,2021/12/24 18:23,城市,法国电网
电话,3255,已核实,2021/12/24 17:45,2021/12/24 17:46,2021/12/24 17:53,2021/12/24 18:10,城市,荷兰电网
电话,3256,已核实,2021/12/24 17:44,2021/12/24 17:45,2021/12/24 18:00,2021/12/24 18:13,郊区,比利时电网
电话,3257,已核实,2021/12/24 17:44,2021/12/24 17:44,2021/12/24 17:59,2021/12/24 18:38,城市,比利时电网
电话,3258,已核实,2021/12/24 17:40,2021/12/24 17:40,2021/12/24 17:56,2021/12/24 18:24,城市,荷兰电网
电话,3259,已核实,2021/12/24 17:40,2021/12/24 17:40,2021/12/24 17:59,2021/12/24 19:18,郊区,荷兰电网
电话,3260,已核实,2021/12/24 17:39,2021/12/24 17:39,2021/12/24 18:06,2021/12/24 18:25,郊区,法国电网
电话,3261,已核实,2021/12/24 17:38,2021/12/24 17:38,2021/12/24 17:48,2021/12/24 18:10,城市,法国电网
电话,3262,已核实,2021/12/24 17:37,2021/12/24 17:38,2021/12/24 18:00,2021/12/24 18:11,城市,西班牙电网
电话,3263,已核实,2021/12/24 17:37,2021/12/24 17:37,2021/12/24 17:46,2021/12/24 18:49,城市,法国电网
网络,3264,已核实,2021/12/24 17:37,2021/12/24 17:37,2021/12/24 17:59,2021/12/24 18:44,城市,荷兰电网
电话,3265,已核实,2021/12/24 17:35,2021/12/24 17:36,2021/12/24 18:11,2021/12/24 18:34,郊区,比利时电网
电话,3266,已核实,2021/12/24 17:30,2021/12/24 17:30,2021/12/24 17:41,2021/12/24 18:12,郊区,法国电网
电话,3267,已核实,2021/12/24 17:29,2021/12/24 17:30,2021/12/24 17:35,2021/12/24 18:13,城市,荷兰电网
电话,3268,已核实,2021/12/24 17:23,2021/12/24 17:23,2021/12/24 17:38,2021/12/24 18:18,城市,荷兰电网
电话,3269,已核实,2021/12/24 17:20,2021/12/24 17:20,2021/12/24 17:33,2021/12/24 17:51,郊区,比利时电网
电话,3270,已核实,2021/12/24 17:19,2021/12/24 17:34,2021/12/24 17:37,2021/12/24 18:08,郊区,德国电网
电话,3271,已核实,2021/12/24 17:18,2021/12/24 17:19,2021/12/24 17:25,2021/12/24 17:30,郊区,法国电网
电话,3272,已核实,2021/12/24 17:17,2021/12/24 17:17,2021/12/24 17:33,2021/12/24 17:47,郊区,比利时电网
电话,3273,已核实,2021/12/24 17:16,2021/12/24 17:20,2021/12/24 17:46,2021/12/24 18:53,郊区,荷兰电网
网络,3274,已核实,2021/12/24 17:15,2021/12/24 17:28,2021/12/24 17:30,2021/12/24 17:32,郊区,法国电网
电话,3275,已核实,2021/12/24 17:13,2021/12/24 17:19,2021/12/24 17:19,2021/12/24 18:05,郊区,德国电网
网络,3276,已核实,2021/12/24 17:11,2021/12/24 17:13,2021/12/24 17:38,2021/12/24 18:17,郊区,德国电网
电话,3277,已核实,2021/12/24 17:09,2021/12/24 17:11,2021/12/24 17:15,2021/12/24 17:16,郊区,法国电网
网络,3278,已核实,2021/12/24 17:08,2021/12/24 17:10,2021/12/24 17:17,2021/12/24 17:19,郊区,法国电网
电话,3279,已核实,2021/12/24 17:07,2021/12/24 17:08,2021/12/24 17:24,2021/12/24 17:39,城市,比利时电网
电话,3280,已核实,2021/12/24 17:03,2021/12/24 17:06,2021/12/24 17:28,2021/12/24 17:59,郊区,比利时电网
电话,3281,已核实,2021/12/24 17:03,2021/12/24 17:09,2021/12/24 17:18,2021/12/24 17:48,郊区,丹麦电网
网络,3282,已核实,2021/12/24 17:01,2021/12/24 17:04,2021/12/24 17:18,2021/12/24 17:19,城市,法国电网
电话,3283,已核实,2021/12/24 17:00,2021/12/24 17:00,2021/12/24 17:03,2021/12/24 18:10,郊区,荷兰电网
电话,3284,已核实,2021/12/24 16:57,2021/12/24 16:57,2021/12/24 17:01,2021/12/24 17:42,郊区,德国电网
电话,3285,已核实,2021/12/24 16:55,2021/12/24 16:55,2021/12/24 17:04,2021/12/24 18:05,城市,荷兰电网
电话,3286,已核实,2021/12/24 16:55,2021/12/24 16:55,2021/12/24 17:04,2021/12/24 18:25,城市,法国电网
电话,3287,已核实,2021/12/24 16:53,2021/12/24 16:53,2021/12/24 17:01,2021/12/24 17:13,城市,比利时电网
电话,3288,已核实,2021/12/24 16:50,2021/12/24 16:51,2021/12/24 17:04,2021/12/24 17:11,城市,西班牙电网
电话,3289,已核实,2021/12/24 16:49,2021/12/24 16:58,2021/12/24 17:10,2021/12/24 17:50,郊区,德国电网
电话,3290,已核实,2021/12/24 16:49,2021/12/24 16:50,2021/12/24 17:06,2021/12/24 17:09,城市,比利时电网
电话,3291,已核实,2021/12/24 16:47,2021/12/24 16:47,2021/12/24 16:53,2021/12/24 17:28,城市,荷兰电网
电话,3292,已核实,2021/12/24 16:47,2021/12/24 16:47,2021/12/24 17:06,2021/12/24 17:06,城市,比利时电网
电话,3293,已核实,2021/12/24 16:44,2021/12/24 16:45,2021/12/24 17:08,2021/12/24 18:12,城市,西班牙电网
电话,3294,已核实,2021/12/24 16:40,2021/12/24 16:43,2021/12/24 16:51,2021/12/24 17:24,郊区,西班牙电网
电话,3295,已核实,2021/12/24 16:39,2021/12/24 16:56,2021/12/24 16:57,2021/12/24 17:37,郊区,德国电网
电话,3296,已核实,2021/12/24 16:35,2021/12/24 16:35,2021/12/24 16:46,2021/12/24 17:05,城市,西班牙电网
网络,3297,已核实,2021/12/24 16:33,2021/12/24 16:45,2021/12/24 16:48,2021/12/24 17:23,城市,法国电网
网络,3298,已核实,2021/12/24 16:30,2021/12/24 16:30,2021/12/24 16:38,2021/12/24 16:41,城市,荷兰电网
网络,3299,已核实,2021/12/24 16:28,2021/12/24 16:54,2021/12/24 17:19,2021/12/24 17:19,郊区,德国电网
